country,year,co2,coal_co2,cement_co2,gas_co2,oil_co2,methane,n2o,ghg,warmingimpact
Bolivia,1982,4337867,3661,153443,666286,3210621,25011040,4808028,66264880,0.002719561
Bolivia,1983,4278137,3664,156137,604560,3165696,25428206,5119233.5,78731864,0.002766983
Bolivia,1984,4029341.2,0,134639,465751,3084223,23417970,4520017,65062230,0.002803034
Bolivia,1985,4109758,0,178286,421360,3125392,23852326,4811721,75198030,0.002841979
Bolivia,1986,3763680,0,136320,461664,2876240,22157222,4738717,67070790,0.002871581
Bolivia,1987,4011800.8,0,182921,604560,2938528,23320514,5197149,67224700,0.002900312
Bolivia,1988,4286778,0,208746,593568,2949520,23400268,4916580.5,70453480,0.002927531
Bolivia,1989,4968446,0,230894,864704,3055776,24090674,5159881.5,65877080,0.002951533
Bolivia,1990,10006868,0,253300.02,1436288,3264624,24019302,4916563,80667800,0.002977351
Bolivia,1991,10495215,0,265327,1505904,3282944,25152744,5284308.5,82887680,0.003006371
Bolivia,1992,11014244,0,293380,1821008,3407520,26304112,5037298,109344584,0.003040539
Bolivia,1993,11550309,0,323813,1879632,3696976,26457296,5680718.5,99933240,0.00306715
Bolivia,1994,9638258,0,350019,2205728,4173296,28010178,5569957.5,163639570,0.003124714
Bolivia,1995,9016550,0,402057,2451216,5023344,21207138,5698803.5,128756980,0.003158852
Bolivia,1996,10016150,0,405574,3099744,5474016,20817854,5736919,131421336,0.003191931
Bolivia,1997,11721163,0,471367,3739671,5787150,23910190,5368799.5,139398430,0.00323841
Bolivia,1998,11252271,0,524274,3198672,6595200,21199006,5749483.5,159032240,0.003288578
Bolivia,1999,10939507,0,539465,3449038,6036733,21633256,6231221.5,139070380,0.003333549
Bolivia,2000,8433878,0,480998,2414576,4832816,21351220,5839974,114990050,0.003368737
Bolivia,2001,8742807,0,436317,2605104,5210208,20616346,6039425.5,113670930,0.003406929
Bolivia,2002,10403424,0,444011,4382144,5067312,22305476,6916832,123662550,0.003450248
Bolivia,2003,10968004,0,494835,3946128,6001632,22753936,6384301,207222900,0.003531111
Bolivia,2004,11031935,0,549017,3891168,6199488,24360636,7941459,155964340,0.003595273
Bolivia,2005,12312617,0,612666,4407792,6983584,25644720,8000289.5,134652580,0.003651045
Bolivia,2006,12332331,0,691477,4645952,6796720,25360324,7746289.5,121792370,0.00370381
Bolivia,2007,12695380,0,721564,4191616,7635776,25668918,7972940,117333690,0.003752836
Bolivia,2008,12965221,0,802968,4459088,7547840,26145922,7518437.5,120525224,0.003803903
Bolivia,2009,13538143,0,910643,4986704,7463568,25935808,7336949.5,116299420,0.003851417
Bolivia,2010,14718776,0,953315,5675536,7943552,28422554,10347325,121191570,0.003905212
Bolivia,2011,15948673,3664,1042673.94,6371696,8397888,28468232,8259025.5,117962810,0.003955462
Bolivia,2012,17535340,0,1060116,6653824,9702272,29798634,8234621,118569464,0.004005897
Bolivia,2013,17769010,3664,1198951,6785728,9694944,31045250,8084850.5,114503350,0.004056186
Bolivia,2014,19887892,14656,1315813,7595472,10867424,31017876,7648314.5,110786950,0.004101793
Bolivia,2015,19886526,14656,1367575,7639440,10764832,31453086,8289350.5,114118470,0.004162573
Bolivia,2016,21239286,14659,1420070,8520263,11224760,31746112,8855198,110355170,0.004222866
Bolivia,2017,22171246,25652,1423875,8630141,12041887,31501772,8541295,128689784,0.004285127
Bolivia,2018,22498234,21984,1481605,8702000,12241424,31078984,8473914,125879300,0.004350625
Bolivia,2019,22605126,25652,1537974,8120734,12866380,31223262,9905922,118906500,0.004412383
Bolivia,2020,18311650,10992,1264510,6609856,10336144,31452190,9705525,118996530,0.004475084
Bolivia,2021,21756278,25652,1422286,7519791,12727210,32154078,10000385,119672370,0.004540603
Bolivia,2022,22378240,19097,1533331,8064411,12684548,32281820,10050292,123257900,0.004604716
Bosnia and Herzegovina,1950,2726553,2628838,13615,3582,80517,2730967,652746.7,9153017,0.000333386
Bosnia and Herzegovina,1951,2581004,2487343,12974,3020,77666,2741525,665437.75,8307489.5,0.000337585
Bosnia and Herzegovina,1952,2591781,2516619,14521,3356,57285,2790570.2,676844.06,8754424,0.000342058
Bosnia and Herzegovina,1953,2573723,2457334,14568,6354,95467,2809458.5,687218.9,8147943.5,0.00034627
Bosnia and Herzegovina,1954,3070131,2944617,15659.001,6668,103186,2937619.8,696815.5,8594283,0.00035082
Bosnia and Herzegovina,1955,3515801,3384145,17525,8134,105997,3058516.5,705887.2,8411987,0.000355413
Bosnia and Herzegovina,1956,4019491.2,3872571,17280,9037,120603,3188213.2,714687.1,8634581,0.000360271
Bosnia and Herzegovina,1957,4364869,4189774,22340,10083,142672,3279053,723468.6,8601310,0.000365153
Bosnia and Herzegovina,1958,4301691,4117025,22300,11098,151269,3306050,732484.9,7468139,0.000369523
Bosnia and Herzegovina,1959,4931275,4711964,25191,11893,182226,3453383,741989.2,6496765.5,0.000373614
Bosnia and Herzegovina,1960,5386539,5124631,27407,13343,221158,3567973.2,752234.75,6896862,0.000377927
Bosnia and Herzegovina,1961,5645977,5379064,26629,15600,224683,3734872.5,812533.6,7261496.5,0.000383156
Bosnia and Herzegovina,1962,5793834,5495773,28894,16325.001,252841,3785593.2,839929.5,7372200.5,0.000388455
Bosnia and Herzegovina,1963,6445451,6093040,32909,20347,299155,3720785.8,821830.75,7962263,0.000393856
Bosnia and Herzegovina,1964,7302326,6872264,35361,27977,366724,3801028.2,830351.4,8699017,0.000399656
Bosnia and Herzegovina,1965,7513322,6948311,37236,42060,485715,3827444.2,841059.8,8872208,0.000405266
Bosnia and Herzegovina,1966,7445139,6773461,39920,45783,585975,3850153.5,889661.6,8854864,0.000410608
Bosnia and Herzegovina,1967,7520208,6600306,43155,56206,820542,3835772.2,919241.94,8901200,0.000415713
Bosnia and Herzegovina,1968,8043289,6891514,50878,72982,1027915.94,3848970.5,958189.94,9473322,0.000420958
Bosnia and Herzegovina,1969,8339508,7022571,54851,93602,1168483,3709376.5,953089.6,9458281,0.000425819
Bosnia and Herzegovina,1970,10897666,9124809,61119,128279,1583459,4044815.5,941004.8,12307770,0.000432562
Bosnia and Herzegovina,1971,11744572,9951764,67336,145413,1580059,4112832,991948.44,13479508,0.00043992
Bosnia and Herzegovina,1972,11007555,9325905,77919,180583,1423147,4107206.2,980050.75,12491277,0.00044673
Bosnia and Herzegovina,1973,13148502,10289137,94260,213893,2551212,4229352,1001742.3,14942205,0.000454802
Bosnia and Herzegovina,1974,13205290,10422834,96655,230926,2454876,4420317.5,1057437.4,15097582,0.000463002
Bosnia and Herzegovina,1975,13778142,11029556,100301,229432,2418853,4635563.5,1076322.6,16072075,0.000471752
Bosnia and Herzegovina,1976,14219850,11208331,109305,247060,2655154,4636448.5,1091308.9,16314175,0.000480364
Bosnia and Herzegovina,1977,13827199,10718536,116350,276536,2715776,4688617.5,1102838.2,16491596,0.000488965
Bosnia and Herzegovina,1978,15450525,11524035,130421,321433,3474636,4801756,1112031.9,17979720,0.000498365
Bosnia and Herzegovina,1979,16804374,12300703,137422,390512,3975737,4865929.5,1118150.5,20342240,0.000508649
Bosnia and Herzegovina,1980,16522577,11992823,140891,497991,3861401,4796955,1096283,19679210,0.000518306
Bosnia and Herzegovina,1981,17982308,14605102,129868,499293,2721449,5206216,1152804.4,21556604,0.000529139
Bosnia and Herzegovina,1982,16518106,12982821,133310,557354,2817504,5512690.5,1179841.8,20650758,0.000539953
Bosnia and Herzegovina,1983,17787216,14330011,126416,564327,2743172,5835491.5,1174258.1,22462028,0.000552218
Bosnia and Herzegovina,1984,18758046,15367155,119125,648156,2601418,6015493,1249811.5,23615444,0.000565135
Bosnia and Herzegovina,1985,19134232,15738140,113715,659529,2597318,6103684.5,1206846.4,24446536,0.000578516
Bosnia and Herzegovina,1986,19982324,16248205,115441,697847,2894941,6068624,1208919.8,25096128,0.00059209
Bosnia and Herzegovina,1987,19507690,15839834,112610,788469,2736114,6105619,1181488,24779130,0.000605607
Bosnia and Herzegovina,1988,20128826,16190750,111169,805390,2989931,5894990.5,1172432,25345774,0.000619021
Bosnia and Herzegovina,1989,20066976,16252043,105750,846256,2829849,5874759.5,1137224.9,25238498,0.00063262
Bosnia and Herzegovina,1990,19871338,15936820,98279,783406,3020148,6555557.5,1114014.5,25786302,0.000646906
Bosnia and Herzegovina,1991,14058878,10403412,100959,742543,2789726,6179010.5,928695.8,16149689,0.000656124
Bosnia and Herzegovina,1992,15028713,12585840,61273,787760,1593840,5677908.5,902928.4,16392262,0.000664669
Bosnia and Herzegovina,1993,12580576,10907728,60688,267472,1344688,5181664,848889.94,13658464,0.000670963
Bosnia and Herzegovina,1994,3204952,1174801,97767,322064,1610320,2747743.2,744664.44,2971117.5,0.000668221
Bosnia and Herzegovina,1995,3402028,1376183,89673,281825,1654347,2491217.5,691020.4,3165442.2,0.00066475
Bosnia and Herzegovina,1996,4239503,1998606,58932,473065,1708900,2273451.2,633573.6,3863116.8,0.000661246
Bosnia and Herzegovina,1997,8365764.5,6243456,77797,282128,1762384,3229368.2,753566.25,11783583,0.000662724
Bosnia and Herzegovina,1998,10550597,7958208,115525,322432,2154432,3569769.2,920267.44,12921642,0.000665039
Bosnia and Herzegovina,1999,10333251,7756688,114355,329760,2132448,3599656.5,960144.9,13775862,0.000667663
Bosnia and Herzegovina,2000,13702201,9707007,236933,457878,3300382,3727380.2,1011762.6,16570780,0.00067188
Bosnia and Herzegovina,2001,13262811,9454176,262861,300365,3245409,3699737,950580,15738278,0.000674897
Bosnia and Herzegovina,2002,14172601,10453392,337337,282128,3099744,3665165.5,944948.44,18693854,0.000678606
Bosnia and Herzegovina,2003,14358120,10812464,325000,370064,2850592,4069634,913823.8,18484064,0.000682245
Bosnia and Herzegovina,2004,15462454,11090928,385094,582576,3403856,4153282.8,1096611.5,19160350,0.000685978
Bosnia and Herzegovina,2005,16045984,11849376,367728,692496,3136384,4278220,1120543.9,19988344,0.000690113
Bosnia and Herzegovina,2006,17386820,12894568,448046,728983,3315223,4586887.5,1120498.8,21258460,0.000695377
Bosnia and Herzegovina,2007,17474332,12688432,473372,769440,3543088,4450816,1083937.4,22041772,0.000700707
Bosnia and Herzegovina,2008,19958648,14575392,521129,762112,4100016,4675724.5,1219561.6,24374990,0.000707846
Bosnia and Herzegovina,2009,20537094,15319184,385094,436016,4396800,4651347,1338914.2,25606656,0.00071554
Bosnia and Herzegovina,2010,21145704,15869699,359768,457921,4458316,4623974.5,1312709.8,25791056,0.000721975
Bosnia and Herzegovina,2011,23761290,18484880,337337,520288,4418784,4861703.5,1452680.6,28925764,0.000730916
Bosnia and Herzegovina,2012,22134174,17232604,315000,479905,4106665.2,4714460,1523069.1,27844444,0.000740093
Bosnia and Herzegovina,2013,21801048,17085232,337337,373728,4004752.2,4645360.5,1454104,26963190,0.000749711
Bosnia and Herzegovina,2014,19311786,14549744,321274,348080,4092688,5591522,1521124.5,26152408,0.000765108
Bosnia and Herzegovina,2015,18460492,13490848,309035,406704,4253904,5721529,1571787.9,26732426,0.000781462
Bosnia and Herzegovina,2016,21730408,16150911,321656,421360,4836480,6002025,1465599,29891370,0.000800099
Bosnia and Herzegovina,2017,22156174,16458689,348046,458000,4891440,6051656,1460632.9,29340132,0.000816742
Bosnia and Herzegovina,2018,22075036,16600674,380556,454411,4639394,6320099.5,1402446.6,29851498,0.000833391
Bosnia and Herzegovina,2019,20810378,15333840,365257,428688,4682592,6059723.5,1231068,29035662,0.000849203
Bosnia and Herzegovina,2020,20831812,15722224,430659,392048,4286880,6025527.5,1364194.6,28954580,0.000864681
Bosnia and Herzegovina,2021,21264064,15557344,419568,472656,4814496,5540263,1148375,28290532,0.000879143
Bosnia and Herzegovina,2022,20963358,15162288,419568,508045.03,4873456,5478004,1155346.9,27882428,0.000893388
Brazil,1950,19659072,6382688,686880,3664,12578512,104165100,23210736,677516600,0.011440999
Brazil,1951,21659348,6276432,719588,3664,14645008,107706180,24162180,744427460,0.011802199
Brazil,1952,24934310,6008077,799425,3663,18108492,111441550,25556212,793965630,0.012190997
Brazil,1953,25218440,5619760,1002917.06,7327,18537148,115194290,27294774,828038000,0.012600428
Brazil,1954,29675626,5751770,1235504,14654,22549138,119172970,29279804,867272450,0.013033188
Brazil,1955,34023692,5861769,1369978,14654,26656394,123245624,31413242,902662660,0.013487651
Brazil,1956,36608456,5070976,1617256,18320,29737024,127369590,33597028,953159200,0.013970858
Brazil,1957,35974080,5027008,1679039,32976,29055520,131499530,35733108,989674600,0.014476462
Brazil,1958,39053930,3949792,1871656,65952,32855088,135896140,37723416,1048432450,0.015014921
Brazil,1959,39017080,4107344.2,1897096,91600,32474034,140356240,39469896,1098670600,0.015582496
Brazil,1960,46851820,4964720,2209645,113584,39017936,145247040,40874484,1192118900,0.016199294
Brazil,1961,49136050,4679277,2321294,113592,41472244,152763710,43981840,1260562300,0.016854452
Brazil,1962,53613250,5667821,2489283,109912,44825976,158096980,45257816,1318103600,0.017539583
Brazil,1963,55523040,5419056,2534272,164880,46910190,164351800,46848224,1347998500,0.018243644
Brazil,1964,56626316,6169777,2739686,161206,46998750,170759660,48283292,1374958300,0.018965581
Brazil,1965,56279224,6943731,2726381,194205,45766336,177376560,50169470,1359692000,0.019686274
Brazil,1966,64162424,8364912,2922325,245488,51856590,182073360,51524560,1377850500,0.020417688
Brazil,1967,66032556,8123088,3085037,256480.02,53725230,187940530,53352010,1358296300,0.021144636
Brazil,1968,77224150,8533052,3493305,230821,63977736,194029150,55257708,1381438500,0.021886729
Brazil,1969,84088420,9416480,3740563,234496,69421810,200652580,57202420,1376806000,0.022632247
Brazil,1970,93488200,8903868,4288291,153894,78255110,208502860,60498840,1418051700,0.023402568
Brazil,1971,102337050,8984128,4669468,249152,87052980,213432480,59133172,1397423700,0.024164658
Brazil,1972,114018824,9372512,5421523,274800,97726210,225027060,64044180,1445246300,0.024959534
Brazil,1973,132060776,9009776,6381909,377392,115364700,230438460,63892572,1462969300,0.02576381
Brazil,1974,143015700,9541056,7106944,692496,124836140,243725090,70292510,1517337500,0.026606036
Brazil,1975,150326580,11061616,7972856,780432,129705600,254565460,74219224,1588150900,0.027489565
Brazil,1976,154606980,11519616,9120538,916000,132208110,272424450,80494400,1646778200,0.028419934
Brazil,1977,162363360,15055376,10061865,1132176,135293200,280261630,80641256,1680655900,0.029370101
Brazil,1978,177117180,17707744,11438198,1483889,145468780,284135420,82349300,1731908000,0.0303411
Brazil,1979,187787150,18462536,12013845,1630448,154526190,294051360,85152130,1750551800,0.031327702
Brazil,1980,186190690,19986728,12802620,1883259,150210060,318079400,91336050,1788891800,0.032360323
Brazil,1981,171324430,19723312,12640249,1685440,135527700,321948830,89272984,1755554000,0.033369724
Brazil,1982,171499700,21551648,12243935,2381600,133193730,329011600,91956130,1809493100,0.03440443
Brazil,1983,165899790,23926446,9802637,3378282,125740260,332476670,92228170,1762903600,0.03541171
Brazil,1984,167567460,28996896,8736718,4169632,122062500,345850140,92833300,2047560400,0.03655616
Brazil,1985,180110740,34870996,9280603,4994133,127517100,350484200,94178744,1724949800,0.03755004
Brazil,1986,197238400,35123104,11121856,5986976,142375710,361890700,98259820,1812798500,0.0385926
Brazil,1987,205967680,40234384,11299358,6639168,145541400,374398700,102437000,1826115200,0.03964979
Brazil,1988,207695260,39776384,11125338,6840688,147651870,382026460,102293370,1782998100,0.040688034
Brazil,1989,212071060,39930270,11140967,7306016,151579680,393506270,99948350,1796253300,0.041737806
Brazil,1990,218658000,37094716,11062000,7483989,151775300,391925250,100628936,1850279300,0.04279442
Brazil,1991,229394000,42466108,11776000,7335661,156700220,400743600,104187400,1932864800,0.043892797
Brazil,1992,233601000,41203076,9770000,7983260,163251660,407344060,106836380,2024696700,0.045020867
Brazil,1993,244306000,42342610,10164000,8729970,171252430,410981060,110282990,2063815200,0.04616199
Brazil,1994,254002000,43666840,10086000,8985299,179161870,420674500,111940700,2412048100,0.047449943
Brazil,1995,268678000,45582308,11528000,9602722,190346980,427420160,113741730,2409292800,0.048726663
Brazil,1996,289311000,46468484,13884000,10608090,206281440,417846750,109233540,2380072700,0.04994097
Brazil,1997,306949000,47044056,15267000,11863316,219832620,427562530,111888600,2472711700,0.05119744
Brazil,1998,317359000,45590740,16174999,12411119,229578140,436627840,123023970,2674052000,0.052551553
Brazil,1999,327256000,46804690,16438999,14068825,235468500,443735780,123907100,2699725300,0.053909577
Brazil,2000,340183000,50460430,16047001,18442374,239488200,451659800,123531440,2608235300,0.055193108
Brazil,2001,346165980,49426704,15227000,23185590,241794700,464503550,127461080,2584387600,0.056478873
Brazil,2002,347765020,48688816,14390000,29292858,239219330,486976930,132589890,2771022300,0.057870835
Brazil,2003,344645000,51933110,13096000,30919220,232433660,509059740,137638510,3426337500,0.059586294
Brazil,2004,361434000,53832656,13273000,38215092,239768260,533210750,146153310,3044123600,0.061142392
Brazil,2005,364371000,50948420,14349000,39619380,240221180,536833950,146122640,2845960400,0.062606156
Brazil,2006,368871000,50837876,15440000,42052556,242248560,533371900,143157250,2711471400,0.0639821
Brazil,2007,390573000,54989056,17200000,43245600,256003360,532185180,156032060,2614047000,0.06528842
Brazil,2008,412638000,55315500,18884000,51302692,267238800,530540320,149057120,2555072000,0.06655102
Brazil,2009,389775000,43586052,19031000,40958540,262705400,529170270,144563620,2374529000,0.06770824
Brazil,2010,440269020,56688188,21288000,55048824,286080000,552001150,162681490,2354155000,0.06889549
Brazil,2011,462580000,62292400,22845000,53100584,303885020,550328060,160296620,2331276800,0.07005296
Brazil,2012,498309000,61016470,24998000,63396560,327733980,552967040,161812460,2432073200,0.07124741
Brazil,2013,532418020,65604090,26652000,74703790,342338140,553941760,161387620,2450492200,0.07244475
Brazil,2014,557901000,69033896,26908000,81285730,356753380,561272200,168098060,2475535600,0.07364649
Brazil,2015,529353020,69451660,25082000,80464760,330358600,570865150,165859400,2459341800,0.07484329
Brazil,2016,492748000,63831220,22415000,69665670,312939100,574769800,164895060,2323364900,0.0760033
Brazil,2017,498266430,67321880,20217098,70687790,316142660,574937200,173575620,2268588000,0.07712036
Brazil,2018,478379100,65840736,20494046,67417080,300730240,574183550,168089780,2247929900,0.07820964
Brazil,2019,473389800,61887744,21047938,67121320,299435780,581540200,175390620,2278086700,0.07931059
Brazil,2020,445208100,56240810,23365980,59026100,282678200,589146100,184046460,2358869500,0.08044485
Brazil,2021,498016860,68229890,24487614,75974390,305427970,600632100,190274110,2553401300,0.08166042
Brazil,2022,483840580,56078412,23845098,60085370,319934700,601385540,193477740,2438435800,0.08278252
Brunei,1950,414032,0,0,260144,153888,30582.354,26533.318,920628.9,2.72361E-05
Brunei,1951,300448,0,0,267472,32976,33151.75,26715.58,660571,2.7556E-05
Brunei,1952,322432,0,0,271136,51296,35788.934,26936.38,913103.1,2.79931E-05
Brunei,1953,344416,0,0,267472,76944,38936.35,27189.812,1045403.5,2.84941E-05
Brunei,1954,359072,0,0,273931,85141,41943.324,27469.965,1219167.4,2.90775E-05
Brunei,1955,300448,0,0,267472,32976,44079.3,27770.926,962715.2,0.000029548
Brunei,1956,296784,0,0,267829,28955,47251.348,28086.783,973027.25,0.000030027
Brunei,1957,293120,0,0,263808,29312,50685.26,28411.627,887338.7,3.04716E-05
Brunei,1958,318768,0,0,297034,21734,54158.81,28739.545,1150148.2,3.10388E-05
Brunei,1959,326096,0,0,297110,28986,58070.414,29064.629,613294.56,3.13692E-05
Brunei,1960,333424,0,0,304112,29312,61971.168,29380.96,566179.06,3.16833E-05
Brunei,1961,304112,0,0,274800,29312,66093.64,31972.389,763640.75,3.20912E-05
Brunei,1962,370064,0,0,296051,74013,70090.44,32246.568,823201.5,3.25306E-05
Brunei,1963,355408,0,0,300448,54960,68541.64,31257.127,1547271.1,3.32919E-05
Brunei,1964,340752,0,0,267472,73280,64651.617,29919.893,1158303.9,3.38702E-05
Brunei,1965,333424,0,0,322551,10873,63075.33,29614.787,903515,3.43294E-05
Brunei,1966,490976,0,0,289456,201520,74551.77,32240.44,1483036.5,3.50656E-05
Brunei,1967,439680,0,0,295583,144097,81292.82,33143.477,1278104.4,3.57182E-05
Brunei,1968,428688,0,0,285792,142896,85980.67,34440.93,1388385.4,3.64257E-05
Brunei,1969,487312,0,0,322432,164880,91564.44,35437.918,1505023.5,3.71925E-05
Brunei,1970,8203696.5,0,0,388384,190528,1065163.2,38360.035,9828057,4.32484E-05
Brunei,1971,7511200,0,0,362736,260144,1065499.1,37938.133,9058833,4.89536E-05
Brunei,1972,9453120,0,0,736464,219840,1468214.2,37708.39,11882535,5.65637E-05
Brunei,1973,9973408,0,0,860724,249061,2428154,38461.477,12702274,6.60586E-05
Brunei,1974,8178048,0,0,1366060,292989,3112564,37936.484,12081574,7.63531E-05
Brunei,1975,7075184,0,0,1516896,300448,3590915.5,37049.582,11399721,8.70947E-05
Brunei,1976,6019952,0,0,1022879,337293,4643608,37544.297,11517041,9.95518E-05
Brunei,1977,6390016,0,0,1789058,443598,5030799,37622.688,12286685,0.000112963
Brunei,1978,9533728,0,0,3601712,542272,4852176.5,38376.605,15478872,0.000127521
Brunei,1979,7434256,0,0,3473472,637536,5111108,38126.535,13363391,0.00014153
Brunei,1980,6877328,3664,0,2901888,674176,5788525,44646.793,13728835,0.00015677
Brunei,1981,2059168.1,0,0,1183472,0,4820737.5,43364.414,7697821,0.000167752
Brunei,1982,2664731,0,0,1178207,0,4820994.5,47491.695,8360191,0.000179025
Brunei,1983,2733344,0,0,1311712,0,4955308,50116.152,8812604,0.000190718
Brunei,1984,1916272,0,0,1097635,657112,4714212,47343.625,7617579.5,0.000201498
Brunei,1985,2594112,0,0,1234768,1223776,4609158,50967.664,8939916,0.00021271
Brunei,1986,2297328,0,0,943152,1321147,4522469.5,48347.695,8609415,0.000223613
Brunei,1987,3315920,0,0,2077488,1190800,4565058,52572.152,9590365,0.000235013
Brunei,1988,5712176,0,0,4063376,1601168,4490759.5,50541.848,12196598,0.00024746
Brunei,1989,6342384,0,0,4719232,1575520,4529494.5,48594.234,12140337,0.000259932
Brunei,1990,5455696,0,0,3857118,1539914,4726009,50094.848,11360898,0.000270507
Brunei,1991,7210752,0,0,4371152,1637808,4726748.5,53999.977,13036638,0.000281838
Brunei,1992,6884656,0,0,4479792,1261087,4584871.5,58807.258,12740670,0.000292041
Brunei,1993,6357040,0,0,4162304,1604832,4837358.5,61263.004,12810288,0.000300844
Brunei,1994,5552968,0,0,4078032,1352016,4975911.5,60791.293,11654365,0.00030804
Brunei,1995,5825335,0,0,4641166,1088804,5211409,63332.492,11909628,0.000314812
Brunei,1996,5878721,0,0,4573801,1193802,5214574,67105.125,12397147,0.0003198
Brunei,1997,6087246,0,0,4675264,1278736,5301636,74596.02,12814917,0.000324374
Brunei,1998,5595279,0,0,3975440,1421632,5310990.5,80475.51,13267466,0.000329509
Brunei,1999,5978051,0,0,4195280,1546208,5711557,87950.1,12855726,0.000334598
Brunei,2000,5328739,0,0,4205238,839581,6126535,88790.98,12594415,0.000338935
Brunei,2001,5189616,0,0,3902160,901344,6598818,93941,12987437,0.000346045
Brunei,2002,4669874,0,0,3700640,718144,6106266,90772.49,12018233,0.000351937
Brunei,2003,5597862,0,0,4500387,838559,6485195.5,99641.49,13437527,0.000358812
Brunei,2004,5640577,0,0,4455424,1007599.94,6092803.5,105445.07,12787710,0.000365233
Brunei,2005,5428519,0,0,4206272,1058896,5961795,99655.54,12528100,0.000371529
Brunei,2006,7143688,0,0,5877056,970960,7001249.5,115887.48,15219163,0.000380851
Brunei,2007,8076697.5,0,0,5939344,1846656,6780125.5,121380.81,16166366,0.000390167
Brunei,2008,9165561,0,0,6492608,2055504.1,8300031.5,122108.336,18915644,0.000403273
Brunei,2009,7744925,0,0,5595976,1754236,6954012,114860.34,16476530,0.000413072
Brunei,2010,8017381.5,0,0,6126208,1590176,6492778.5,115502.36,16053249,0.000421575
Brunei,2011,9555439,0,0,7287696,1956576,6842394.5,110884.305,18067118,0.000431537
Brunei,2012,9499828,0,0,7112781,2065710.1,6670736,120937.484,17514892,0.00044125
Brunei,2013,7626055,0,0,5624240,1656128,6262917.5,123456.13,14898283,0.000448656
Brunei,2014,8830992,0,0,6771072,1689104,6024157,117562.9,16866478,0.000456305
Brunei,2015,6933290,0,0,4891440,1645136,5885993.5,116767.35,14036332,0.000462011
Brunei,2016,7632908,0,0,5340849,1803499,5602016,117817.47,14445172,0.000467446
Brunei,2017,9309384,0,0,6822368,1927264,5894418.5,114688.14,16214311,0.000473974
Brunei,2018,9344461,0,0,7026540,1905999,6186726,120386.91,16356326,0.000481012
Brunei,2019,10732756,604763,0,5974329,3577267,5662698,117353.375,16801136,0.000486655
Brunei,2020,11156890,2132448,0,5331120,3407520,5477696.5,136546.73,17372332,0.00049147
Brunei,2021,11712750,2747169,0,5329508,3230671,5126287,144254.64,17570878,0.000494917
Brunei,2022,11354423,2857042,0,5017316,3309007,5029656,143621.75,17095190,0.000498935
Bulgaria,1950,7497770,6657076,298157,0,542537,11683042,3447288.8,28115528,0.000616557
Bulgaria,1951,8164502,7222168,312408,0,629925,11819619,3540299.8,29011720,0.000629824
Bulgaria,1952,9428402,8372240,334354,0,721808,12015575,3646838,30648682,0.000643856
Bulgaria,1953,10586137,9423808,345257,0,817072,12212030,3765293,32041426,0.000658666
Bulgaria,1954,11391890,10079664,385234,0,926992,12374410,3894054.5,33178668,0.000674021
Bulgaria,1955,12091595,10588960,399771,0,1102864,12529603,4031512.2,34093156,0.000689829
Bulgaria,1956,12967084,11212337,425091,0,1329656,12699108,4176056.5,35267468,0.000706337
Bulgaria,1957,14388626,12387984,436114,0,1564528,12921841,4326076,36903610,0.000723803
Bulgaria,1958,15626850,13622752,461554,0,1542544,13150788,4479961.5,38357724,0.000742143
Bulgaria,1959,19622254,16711504,708685,0,2202064,13562016,4636102.5,43304316,0.000763234
Bulgaria,1960,22270700,18627176,785134,0,2858390,13869643,4792888.5,45970160,0.000785816
Bulgaria,1961,25945040,21430736,864960,0,3649344,14104349,4916372.5,47366652,0.000809202
Bulgaria,1962,30704012,24728336,934011,0,5041664,14961166,5141144,53488828,0.00083639
Bulgaria,1963,34374060,26783840,1090285,0,6499936,15159450,5382116,59889460,0.000866554
Bulgaria,1964,42818064,32118626,1275634,0,9423808,15652891,5969205.5,68074120,0.000901337
Bulgaria,1965,46269140,33913004,1326619,124586,10904927,16098839,6563423,72041430,0.000938294
Bulgaria,1966,48716010,34745710,1410102,186864,12373328,16149871,7120321.5,75778536,0.000976853
Bulgaria,1967,55107668,37701400,1657344,567958,15180961,16348918,7449669.5,82121250,0.001018219
Bulgaria,1968,59463508,39293980,1737081,875642,17556806,16579967,7935793.5,89656900,0.001063122
Bulgaria,1969,66307708,41135730,1755359,908672,22507952,16697804,8039977.5,94104610,0.00110975
Bulgaria,1970,61173972,33124240,1813399,824351,25411982,15726685,7598866.5,86453016,0.001151317
Bulgaria,1971,64221556,32140610,1907911,567920,29605120,16223932,7549153.5,89848776,0.001194941
Bulgaria,1972,66078920,32807456,1911290,381056,30979120,16600244,7976205.5,91857224,0.001239692
Bulgaria,1973,68717270,33534806,2028693,384700,32769070,16766072,7742862,94973096,0.001285734
Bulgaria,1974,71136530,33137214,2073792.9,839056,35086464,16634528,7795949.5,94660650,0.001331117
Bulgaria,1975,72922190,34397630,2093408.1,2224048,34207104,17348408,8727461,103441580,0.001381289
Bulgaria,1976,72964820,31713994,2080959.1,3890973,35278890,17550014,8452593,100849680,0.001430291
Bulgaria,1977,75795864,31627648,2211750,4964720,36991744,17561006,8674897,102503304,0.00147963
Bulgaria,1978,81207090,33892000,2427424,5294480,39593184,17816378,8627876,107493780,0.001531184
Bulgaria,1979,78927900,34971260,2533377,5664282,35758984,18184132,8887352,104634780,0.001581248
